title,subtitle,narrator,runtime,release,language,ratings,price,link
The Art of Happiness,no subtitle,Narrated by: Howard C. Cutler MD,Length: 3 hrs and 18 mins,Release date: 11-07-00,Language: English,"4.5 out of 5 stars
4,308 ratings",$8.24,https://www.audible.com/pd/The-Art-of-Happiness-Audiobook/B002V0TGXY?qid=1671624850&sr=1-60&ref=a_search_c3_lProduct_3_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6PE4H3BNSKE2G2NQJGR
The Book of Boundaries,Set the Limits That Will Set You Free,Narrated by: Melissa Urban,Length: 11 hrs and 11 mins,Release date: 10-11-22,Language: English,"5 out of 5 stars
160 ratings",$31.50,https://www.audible.com/pd/The-Book-of-Boundaries-Audiobook/B09WF4FJWC?qid=1671624858&sr=1-61&ref=a_search_c3_lProduct_4_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
Positive Affirmations for Black Men,"Daily Affirmations to Reprogram Your Mind for Success, Confidence, Greatness, Self-Love & Black Excellence",Narrated by: Adrienne Lynch,Length: 5 hrs and 30 mins,Release date: 11-07-22,Language: English,"5 out of 5 stars
26 ratings",$19.95,https://www.audible.com/pd/Positive-Affirmations-for-Black-Men-Audiobook/B0BLM9NMLQ?qid=1671624858&sr=1-62&ref=a_search_c3_lProduct_4_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
You Owe You,"Ignite Your Power, Your Purpose, and Your Why",Narrated by: Eric Thomas,Length: 7 hrs and 54 mins,Release date: 09-13-22,Language: English,"5 out of 5 stars
2,310 ratings",$18.49,https://www.audible.com/pd/You-Owe-You-Audiobook/B09RY3CC73?qid=1671624858&sr=1-63&ref=a_search_c3_lProduct_4_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
Sé el hombre que toda mujer desea [What Women Want in a Man],"Cómo ser el macho alfa al que las mujeres respetan, desean y quieren someterse [How to Become the Alpha Male Women Respect, Desire, and Want to Submit To]",Narrated by: Felipe Gonzalez,Length: 2 hrs and 26 mins,Release date: 10-12-22,Language: Spanish,"4.5 out of 5 stars
41 ratings",$6.95,https://www.audible.com/pd/Se-el-hombre-que-toda-mujer-desea-What-Women-Want-in-a-Man-Audiobook/B0BHXGJHNK?qid=1671624858&sr=1-64&ref=a_search_c3_lProduct_4_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
Emotional Intelligence 2.0,no subtitle,Narrated by: Tom Parks,Length: 4 hrs and 17 mins,Release date: 05-15-10,Language: English,"4 out of 5 stars
6,098 ratings",$20.29,https://www.audible.com/pd/Emotional-Intelligence-20-Audiobook/B003HU6KLI?qid=1671624858&sr=1-65&ref=a_search_c3_lProduct_4_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
The Mountain Is You,Transforming Self-Sabotage into Self-Mastery,Narrated by: Stacey Glemboski,Length: 5 hrs and 44 mins,Release date: 04-01-22,Language: English,"5 out of 5 stars
2,450 ratings",$19.95,https://www.audible.com/pd/The-Mountain-Is-You-Audiobook/B09WY6Z8KD?qid=1671624858&sr=1-66&ref=a_search_c3_lProduct_4_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
Money: Master the Game,7 Simple Steps to Financial Freedom,"Narrated by: Tony Robbins, Jeremy Bobb",Length: 21 hrs and 3 mins,Release date: 11-18-14,Language: English,"4.5 out of 5 stars
14,408 ratings",$16.95,https://www.audible.com/pd/Money-Master-the-Game-Audiobook/B00OPAR4MI?qid=1671624858&sr=1-67&ref=a_search_c3_lProduct_4_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
The Mastery of Love,A Practical Guide to the Art of Relationship,"Narrated by: Jill Eikenberry, Michael Tucker",Length: 2 hrs and 33 mins,Release date: 02-10-05,Language: English,"5 out of 5 stars
8,803 ratings",$13.27,https://www.audible.com/pd/The-Mastery-of-Love-Audiobook/B002V0QWQI?qid=1671624858&sr=1-68&ref=a_search_c3_lProduct_4_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
Bringing Up Bébé,One American Mother Discovers the Wisdom of French Parenting,Narrated by: Abby Craden,Length: 9 hrs and 8 mins,Release date: 02-07-12,Language: English,"4.5 out of 5 stars
6,070 ratings",$18.49,https://www.audible.com/pd/Bringing-Up-Bebe-Audiobook/B0074OA66S?qid=1671624858&sr=1-69&ref=a_search_c3_lProduct_4_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
"Men Are from Mars, Women Are from Venus",The Classic Guide to Understanding the Opposite Sex,Narrated by: John Gray,Length: 9 hrs and 28 mins,Release date: 12-27-98,Language: English,"4.5 out of 5 stars
4,112 ratings",$31.93,https://www.audible.com/pd/Men-Are-from-Mars-Women-Are-from-Venus-Audiobook/B002VAEU9O?qid=1671624858&sr=1-70&ref=a_search_c3_lProduct_4_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
How to Keep House While Drowning,A Gentle Approach to Cleaning and Organizing,"Narrated by: KC Davis LPC, Dr. Raquel Martin",Length: 3 hrs and 3 mins,Release date: 04-26-22,Language: English,"5 out of 5 stars
2,458 ratings",$11.99,https://www.audible.com/pd/How-to-Keep-House-While-Drowning-Audiobook/B09Q9WQ1QJ?qid=1671624858&sr=1-71&ref=a_search_c3_lProduct_4_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
Good Inside,A Guide to Becoming the Parent You Want to Be,Narrated by: Becky Kennedy,Length: 9 hrs and 55 mins,Release date: 09-13-22,Language: English,"5 out of 5 stars
373 ratings",$25.90,https://www.audible.com/pd/Good-Inside-Audiobook/B09PGM3TVM?qid=1671624858&sr=1-72&ref=a_search_c3_lProduct_4_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
Never Finished,Unshackle Your Mind and Win the War Within,"Narrated by: David Goggins, Adam Skolnick, Jacqueline Gardner",Length: 11 hrs and 6 mins,Release date: 12-06-22,Language: English,"5 out of 5 stars
4,734 ratings",$24.95,https://www.audible.com/pd/Never-Finished-Audiobook/B0BJ34FWZ3?qid=1671624858&sr=1-73&ref=a_search_c3_lProduct_4_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
33 Strategies of War,no subtitle,Narrated by: Donald Coren,Length: 27 hrs and 30 mins,Release date: 07-22-15,Language: English,"4.5 out of 5 stars
4,292 ratings",$19.99,https://www.audible.com/pd/33-Strategies-of-War-Audiobook/B012BDN5TG?qid=1671624858&sr=1-74&ref=a_search_c3_lProduct_4_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
Outlive,The Science and Art of Longevity,Narrated by: Peter Attia,Length: 13 hrs,Release date: 03-28-23,Language: English,Not rated yet,$35.00,https://www.audible.com/pd/Outlive-Audiobook/B0B6444XS3?qid=1671624858&sr=1-75&ref=a_search_c3_lProduct_4_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
Unlimited Memory,"How to Use Advanced Learning Strategies to Learn Faster, Remember More and Be More Productive",Narrated by: Dan Culhane,Length: 2 hrs and 28 mins,Release date: 07-28-16,Language: English,"4.5 out of 5 stars
2,503 ratings",$6.95,https://www.audible.com/pd/Unlimited-Memory-Audiobook/B01J6MHPO6?qid=1671624858&sr=1-76&ref=a_search_c3_lProduct_4_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
The Creative Act,A Way of Being,Narrated by: Mike Fraser,Length: 10 hrs and 30 mins,Release date: 01-17-23,Language: English,Not rated yet,$31.50,https://www.audible.com/pd/The-Creative-Act-Audiobook/B0B3L2T9W5?qid=1671624858&sr=1-77&ref=a_search_c3_lProduct_4_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
Vagus Nerve: Daily Exercises to Rewire Your Brain,"Learn How to Reset and Stimulate the Power of the Longest Nerve in Our Body and Overcome Anxiety, Anger, Depression and Trauma",Narrated by: Alexandra Solaz,Length: 30 hrs and 11 mins,Release date: 04-25-22,Language: English,"3 out of 5 stars
123 ratings",$29.95,https://www.audible.com/pd/Vagus-Nerve-Daily-Exercises-to-Rewire-Your-Brain-Audiobook/B09YT3M3L5?qid=1671624858&sr=1-78&ref=a_search_c3_lProduct_4_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
Raising Human Beings,Creating a Collaborative Partnership with Your Child,Narrated by: Jonathan Todd Ross,Length: 7 hrs and 54 mins,Release date: 08-09-16,Language: English,"4.5 out of 5 stars
354 ratings",$14.32,https://www.audible.com/pd/Raising-Human-Beings-Audiobook/B01ITUDYBO?qid=1671624858&sr=1-79&ref=a_search_c3_lProduct_4_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
The ONE Thing,The Surprisingly Simple Truth Behind Extraordinary Results,"Narrated by: Timothy Miller, Claire Hamilton",Length: 5 hrs and 24 mins,Release date: 10-08-13,Language: English,"4.5 out of 5 stars
1,853 ratings",$35.00,https://www.audible.com/pd/The-ONE-Thing-Audiobook/B00FPMTCGQ?qid=1671624858&sr=1-80&ref=a_search_c3_lProduct_4_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=YYQZB7PTJC9YY95ZRK9S
The 5 Second Rule,"Transform your Life, Work, and Confidence with Everyday Courage",Narrated by: Mel Robbins,Length: 7 hrs and 35 mins,Release date: 02-22-17,Language: English,"4.5 out of 5 stars
49,418 ratings",$19.95,https://www.audible.com/pd/The-5-Second-Rule-Audiobook/B06VX22V89?qid=1671624866&sr=1-81&ref=a_search_c3_lProduct_5_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
Stop Caretaking the Borderline or Narcissist,How to End the Drama and Get On with Life,Narrated by: Senn Annis,Length: 8 hrs and 13 mins,Release date: 10-14-22,Language: English,"5 out of 5 stars
8 ratings",$25.20,https://www.audible.com/pd/Stop-Caretaking-the-Borderline-or-Narcissist-Audiobook/B0BFFRC93J?qid=1671624866&sr=1-82&ref=a_search_c3_lProduct_5_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
Get Out of Your Mind & Into Your Life,The New Acceptance & Commitment Therapy,Narrated by: Paul Boehmer,Length: 10 hrs and 20 mins,Release date: 12-05-11,Language: English,"4.5 out of 5 stars
438 ratings",$27.99,https://www.audible.com/pd/Get-Out-of-Your-Mind-Into-Your-Life-Audiobook/B006H79I7G?qid=1671624866&sr=1-83&ref=a_search_c3_lProduct_5_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
Give and Take,A Revolutionary Approach to Success,Narrated by: Brian Keith Lewis,Length: 11 hrs and 50 mins,Release date: 04-09-13,Language: English,"4.5 out of 5 stars
4,268 ratings",$17.92,https://www.audible.com/pd/Give-and-Take-Audiobook/B00BMBWNEW?qid=1671624866&sr=1-84&ref=a_search_c3_lProduct_5_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
Loving What Is,Four Questions That Can Change Your Life,"Narrated by: Byron Katie, Stephen Mitchell, MacLeod Andrews, Rebecca Lowman",Length: 9 hrs and 7 mins,Release date: 01-05-16,Language: English,"4.5 out of 5 stars
2,521 ratings",$14.95,https://www.audible.com/pd/Loving-What-Is-Audiobook/B018SWB4QU?qid=1671624866&sr=1-85&ref=a_search_c3_lProduct_5_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
The Book of Five Rings,no subtitle,Narrated by: Scott Brick,Length: 2 hrs and 41 mins,Release date: 06-30-10,Language: English,"4.5 out of 5 stars
1,535 ratings",$13.99,https://www.audible.com/pd/The-Book-of-Five-Rings-Audiobook/B003TTWDFY?qid=1671624866&sr=1-86&ref=a_search_c3_lProduct_5_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
Living a Committed Life,Finding Freedom and Fulfillment in a Purpose Larger Than Yourself,Narrated by: Lynne Twist,Length: 6 hrs and 19 mins,Release date: 10-04-22,Language: English,"5 out of 5 stars
9 ratings",$19.95,https://www.audible.com/pd/Living-a-Committed-Life-Audiobook/B0BH9FYF3V?qid=1671624866&sr=1-87&ref=a_search_c3_lProduct_5_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
Smart Brevity,The Power of Saying More with Less,Narrated by: Mark Chamberlin,Length: 3 hrs and 1 min,Release date: 09-20-22,Language: English,"4.5 out of 5 stars
209 ratings",$19.99,https://www.audible.com/pd/Smart-Brevity-Audiobook/B0B5YKDKRJ?qid=1671624866&sr=1-88&ref=a_search_c3_lProduct_5_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
A Child Called 'It',One Child's Courage to Survive,Narrated by: Brian Keeler,Length: 3 hrs and 46 mins,Release date: 07-18-07,Language: English,"4.5 out of 5 stars
3,009 ratings",$18.17,https://www.audible.com/pd/A-Child-Called-It-Audiobook/B002V1O052?qid=1671624866&sr=1-89&ref=a_search_c3_lProduct_5_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
The Happiness Advantage,The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Narrated by: Shawn Achor,Length: 7 hrs and 19 mins,Release date: 09-14-10,Language: English,"4.5 out of 5 stars
9,522 ratings",$14.95,https://www.audible.com/pd/The-Happiness-Advantage-Audiobook/B0041NZRDC?qid=1671624866&sr=1-90&ref=a_search_c3_lProduct_5_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
Surviving My Birthright,The Authorized Version,Narrated by: Casey Hammer,Length: 7 hrs and 36 mins,Release date: 05-03-22,Language: English,"3.5 out of 5 stars
126 ratings",$19.95,https://www.audible.com/pd/Surviving-My-Birthright-Audiobook/B09ZFBM5TY?qid=1671624866&sr=1-91&ref=a_search_c3_lProduct_5_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
Marie Kondo's Kurashi at Home,How to Organize Your Space and Achieve Your Ideal Life,Narrated by: Traci Kato-Kiriyama,Length: 2 hrs and 58 mins,Release date: 11-15-22,Language: English,"4.5 out of 5 stars
35 ratings",$15.65,https://www.audible.com/pd/Marie-Kondos-Kurashi-at-Home-Audiobook/B0B2BR619J?qid=1671624866&sr=1-92&ref=a_search_c3_lProduct_5_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
A Hard Kick in the Nuts,What I've Learned from a Lifetime of Terrible Decisions,"Narrated by: Stephen ""Steve-O"" Glover",Length: 7 hrs and 8 mins,Release date: 09-27-22,Language: English,"5 out of 5 stars
190 ratings",$21.02,https://www.audible.com/pd/A-Hard-Kick-in-the-Nuts-Audiobook/B09XWHP8TQ?qid=1671624866&sr=1-93&ref=a_search_c3_lProduct_5_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
Monster,no subtitle,Narrated by: full cast,Length: 2 hrs and 35 mins,Release date: 01-19-07,Language: English,"4.5 out of 5 stars
1,105 ratings",$13.23,https://www.audible.com/pd/Monster-Audiobook/B002V014DO?qid=1671624866&sr=1-94&ref=a_search_c3_lProduct_5_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
A Gentle Reminder,no subtitle,Narrated by: Lynn Bradford,Length: 2 hrs and 31 mins,Release date: 04-22-22,Language: English,"5 out of 5 stars
287 ratings",$6.95,https://www.audible.com/pd/A-Gentle-Reminder-Audiobook/B09YLVJ53L?qid=1671624866&sr=1-95&ref=a_search_c3_lProduct_5_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
"Real Life, Real Love","Life Lessons on Joy, Pain, & the Magic That Holds Us Together","Narrated by: Gia Casey, Raashaun ""DJ Envy"" Casey",Length: 8 hrs and 27 mins,Release date: 04-19-22,Language: English,"4.5 out of 5 stars
776 ratings",$24.49,https://www.audible.com/pd/Real-Life-Real-Love-Audiobook/B09XVJ31J6?qid=1671624866&sr=1-96&ref=a_search_c3_lProduct_5_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
Negotiating the Nonnegotiable,How to Resolve Your Most Emotionally Charged Conflicts,Narrated by: Daniel Shapiro,Length: 8 hrs and 38 mins,Release date: 04-19-16,Language: English,"4.5 out of 5 stars
217 ratings",$18.49,https://www.audible.com/pd/Negotiating-the-Nonnegotiable-Audiobook/B01D8Y8R54?qid=1671624866&sr=1-97&ref=a_search_c3_lProduct_5_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
That Bird Has My Wings,The Autobiography of an Innocent Man on Death Row,Narrated by: Korey Jackson,Length: 9 hrs and 48 mins,Release date: 09-27-22,Language: English,"5 out of 5 stars
166 ratings",$25.90,https://www.audible.com/pd/That-Bird-Has-My-Wings-Audiobook/B0BFKVYX2N?qid=1671624866&sr=1-98&ref=a_search_c3_lProduct_5_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
The Circle Maker,Praying Circles Around Your Biggest Dreams and Greatest Fears,Narrated by: Mark Batterson,Length: 7 hrs and 35 mins,Release date: 12-31-11,Language: English,"5 out of 5 stars
3,163 ratings",$23.90,https://www.audible.com/pd/The-Circle-Maker-Audiobook/B006R8O0FA?qid=1671624866&sr=1-99&ref=a_search_c3_lProduct_5_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
Linchpin,Are You Indispensable?,Narrated by: Seth Godin,Length: 8 hrs and 19 mins,Release date: 01-26-10,Language: English,"4.5 out of 5 stars
4,801 ratings",$10.50,https://www.audible.com/pd/Linchpin-Audiobook/B0035VPWWC?qid=1671624866&sr=1-100&ref=a_search_c3_lProduct_5_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KRVSP9VKH07P9E5Y3NN2
Confessions of a Crappy Christian,Real-Life Talk About All the Things Christians Aren’t Sure We’re Supposed to Say—and Why They Matter to God,"Narrated by: Blake Guichet, Jennifer Allwood",Length: 6 hrs and 52 mins,Release date: 10-11-22,Language: English,"5 out of 5 stars
47 ratings",$6.99,https://www.audible.com/pd/Confessions-of-a-Crappy-Christian-Audiobook/B0BGN8XP23?qid=1671624874&sr=1-101&ref=a_search_c3_lProduct_6_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=BDR74MZWXD80FVMVJATD
The Hacking of the American Mind,The Science Behind the Corporate Takeover of Our Bodies and Brains,Narrated by: Robert H. Lustig,Length: 10 hrs and 26 mins,Release date: 09-12-17,Language: English,"4.5 out of 5 stars
1,277 ratings",$28.00,https://www.audible.com/pd/The-Hacking-of-the-American-Mind-Audiobook/B0753GMX13?qid=1671624874&sr=1-102&ref=a_search_c3_lProduct_6_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=BDR74MZWXD80FVMVJATD
The Five Invitations,Discovering What Death Can Teach Us About Living Fully,Narrated by: Frank Ostaseski,Length: 12 hrs and 16 mins,Release date: 03-14-17,Language: English,"5 out of 5 stars
663 ratings",$35.69,https://www.audible.com/pd/The-Five-Invitations-Audiobook/B01MYGJ6W4?qid=1671624874&sr=1-103&ref=a_search_c3_lProduct_6_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=BDR74MZWXD80FVMVJATD
Buddha's Brain,"The Practical Neuroscience of Happiness, Love & Wisdom",Narrated by: Alan Bomar Jones,Length: 6 hrs and 58 mins,Release date: 11-15-10,Language: English,"4.5 out of 5 stars
1,653 ratings",$25.19,https://www.audible.com/pd/Buddhas-Brain-Audiobook/B004AS04KE?qid=1671624874&sr=1-104&ref=a_search_c3_lProduct_6_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=BDR74MZWXD80FVMVJATD
Manifest,7 Steps to Living Your Best Life,Narrated by: Roxie Nafousi,Length: 4 hrs and 39 mins,Release date: 05-17-22,Language: English,"4.5 out of 5 stars
67 ratings",$19.99,https://www.audible.com/pd/Manifest-Audiobook/B09ZVFZ9ZS?qid=1671624874&sr=1-105&ref=a_search_c3_lProduct_6_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=BDR74MZWXD80FVMVJATD
Put Your Ass Where Your Heart Wants to Be,no subtitle,Narrated by: Steven Pressfield,Length: 1 hr and 55 mins,Release date: 07-13-22,Language: English,"5 out of 5 stars
409 ratings",$6.95,https://www.audible.com/pd/Put-Your-Ass-Where-Your-Heart-Wants-to-Be-Audiobook/B0B6GQYVD9?qid=1671624874&sr=1-106&ref=a_search_c3_lProduct_6_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=BDR74MZWXD80FVMVJATD
Between Breaths,A Memoir of Panic and Addiction,Narrated by: Elizabeth Vargas,Length: 5 hrs and 35 mins,Release date: 09-13-16,Language: English,"4.5 out of 5 stars
2,668 ratings",$19.99,https://www.audible.com/pd/Between-Breaths-Audiobook/B01K8OQ3B2?qid=1671624874&sr=1-107&ref=a_search_c3_lProduct_6_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=BDR74MZWXD80FVMVJATD
How to Avoid Falling in Love with a Jerk,The Foolproof Way to Follow Your Heart Without Losing Your Mind,Narrated by: Alexander Cendese,Length: 9 hrs and 2 mins,Release date: 05-09-17,Language: English,"5 out of 5 stars
350 ratings",$27.99,https://www.audible.com/pd/How-to-Avoid-Falling-in-Love-with-a-Jerk-Audiobook/B071V5DXT5?qid=1671624874&sr=1-108&ref=a_search_c3_lProduct_6_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=BDR74MZWXD80FVMVJATD
Own Your Past Change Your Future,"A Not-So-Complicated Approach to Relationships, Mental Health & Wellness",Narrated by: Dr. John Delony,Length: 6 hrs and 47 mins,Release date: 04-19-22,Language: English,"5 out of 5 stars
770 ratings",$19.95,https://www.audible.com/pd/Own-Your-Past-Change-Your-Future-Audiobook/B09X7GNGFM?qid=1671624874&sr=1-109&ref=a_search_c3_lProduct_6_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=BDR74MZWXD80FVMVJATD
Anatomy of the Spirit,no subtitle,Narrated by: Caroline Myss,Length: 2 hrs and 23 mins,Release date: 12-17-99,Language: English,"4.5 out of 5 stars
2,600 ratings",$13.27,https://www.audible.com/pd/Anatomy-of-the-Spirit-Audiobook/B002UUL6QK?qid=1671624874&sr=1-110&ref=a_search_c3_lProduct_6_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=BDR74MZWXD80FVMVJATD
Will I Ever Be Good Enough?,Healing the Daughters of Narcissistic Mothers,Narrated by: Karyl McBride,Length: 7 hrs and 25 mins,Release date: 11-21-11,Language: English,"4.5 out of 5 stars
1,199 ratings",$24.49,https://www.audible.com/pd/Will-I-Ever-Be-Good-Enough-Audiobook/B0067N4X9S?qid=1671624874&sr=1-111&ref=a_search_c3_lProduct_6_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=BDR74MZWXD80FVMVJATD
The Law of Attraction,The Basics of the Teachings of Abraham,"Narrated by: Esther Hicks, Jerry Hicks",Length: 6 hrs,Release date: 09-21-06,Language: English,"4.5 out of 5 stars
5,466 ratings",$16.77,https://www.audible.com/pd/The-Law-of-Attraction-Audiobook/B002VA8RT8?qid=1671624874&sr=1-112&ref=a_search_c3_lProduct_6_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=BDR74MZWXD80FVMVJATD
